time,battery_current(A),battery_voltage(V),controller_temperature(C),dump_load_current(A),output_current(A),solar_current(A),solar_voltage(V),total_solar_production(Wh),total_wind_turbine_production(Wh),wind_charge_current(A),wind_turbine(RPM),wind_voltage(V)
2020-08-04 05:00:00+03:00,-127.60000000000011,1451.7,1337.000000000001,0.0,110.2000000000001,0.0,24.499999999999993,624370.0,15787.600000000017,0.0,0,0.0
2020-08-04 06:00:00+03:00,-27.799999999999983,1518.4000000000012,1348.5,0.0,24.699999999999996,0.7999999999999999,1113.0999999999997,645901.4999999999,16332.000000000018,0.0,0,0.0
2020-08-04 07:00:00+03:00,12.200000000000015,1533.0999999999985,1397.6000000000001,0.0,0.0,12.200000000000015,1571.000000000001,646036.3,16332.000000000018,0.0,0,0.0
2020-08-04 08:00:00+03:00,21.399999999999995,1517.5,1602.2000000000003,0.0,0.0,21.399999999999995,1564.7000000000012,635677.8999999998,16059.800000000017,0.0,0,0.0
2020-08-04 09:00:00+03:00,41.20000000000001,1526.9000000000005,1873.7999999999997,0.0,0.0,41.20000000000001,1572.7999999999997,636413.8999999999,16059.800000000017,0.0,0,0.0
2020-08-04 10:00:00+03:00,102.2,1541.7999999999995,2138.800000000001,0.0,0.0,102.2,1587.0,638439.2999999998,16059.800000000017,0.0,0,0.0
2020-08-04 11:00:00+03:00,242.80000000000007,1563.8999999999999,2328.2999999999993,0.0,0.0,234.50000000000006,1616.0000000000007,642893.3,16059.800000000017,1.3,426,239.69999999999996
2020-08-04 12:00:00+03:00,398.8999999999999,1598.6000000000006,2388.6000000000004,0.9,0.0,382.2,1656.3,651582.6999999998,16084.399999999994,17.000000000000007,974,456.0
2020-08-04 13:00:00+03:00,313.0,1670.8999999999987,2469.9000000000005,0.0,0.0,286.1000000000001,1904.5,662538.6000000002,16134.599999999997,4.8999999999999995,350,163.99999999999997
2020-08-04 14:00:00+03:00,66.30000000000001,1620.0,2472.3000000000006,0.0,0.0,51.89999999999994,2154.9,678327.2999999998,16440.0,6.799999999999999,0,44.49999999999999
2020-08-04 15:00:00+03:00,36.40000000000003,1620.0,2505.200000000001,0.0,0.0,29.999999999999993,2107.6999999999994,679767.0,16440.0,1.0,0,19.900000000000002
2020-08-04 16:00:00+03:00,29.19999999999998,1620.0,2504.3000000000006,0.0,0.0,22.800000000000004,2166.9,680670.5999999999,16455.79999999999,10.1,96,82.69999999999997
2020-08-04 17:00:00+03:00,18.399999999999995,1593.0,2372.2000000000003,0.0,0.0,15.699999999999989,2119.8,669976.5,16189.599999999986,4.1000000000000005,0,14.3
2020-08-04 18:00:00+03:00,14.499999999999986,1620.0,2399.8,0.0,0.0,14.299999999999985,2133.8000000000006,681849.5999999999,16463.999999999985,0.0,0,0.0
2020-08-04 19:00:00+03:00,12.59999999999999,1566.0,2148.6,0.0,0.0,12.299999999999992,2016.3999999999996,659547.8999999999,15915.199999999986,0.2,0,1.7
2020-08-04 20:00:00+03:00,-22.800000000000004,1558.1000000000001,1932.4999999999998,0.0,22.799999999999997,2.4000000000000004,1209.1999999999994,671166.2000000002,16189.599999999986,0.0,0,0.0
2020-08-04 21:00:00+03:00,-125.99999999999986,1517.9999999999984,1764.7999999999997,0.0,114.00000000000011,0.0,26.19999999999997,682548.0000000002,16463.999999999985,0.0,0,0.0
2020-08-04 22:00:00+03:00,-123.89999999999986,1492.6999999999985,1617.8999999999996,0.0,112.10000000000011,0.0,23.59999999999998,671172.2000000002,16189.599999999986,0.0,0,0.0
2020-08-04 23:00:00+03:00,-123.89999999999986,1492.6999999999985,1541.3999999999996,0.0,112.10000000000011,0.0,23.59999999999998,671172.2000000002,16189.599999999986,0.0,0,0.0
