time,battery_current(A),battery_temperature(C),battery_voltage(V),controller_temperature(C),daily_load_consumption(Wh),daily_solar_production(Wh),daily_wind_turbine_production(Wh),dump_load_current(A),load_voltage(V),output_current(A),solar_current(A),solar_voltage(V),total_load_consumption(Wh),total_solar_production(Wh),total_wind_turbine_production(Wh),wind_charge_current(A),wind_turbine(RPM),wind_voltage(V)
2020-08-08 21:00:00+03:00,0.0,1216.4000000000005,1530.0,1336.000000000001,60,25080,0,0,1500.8,0.0,0.0,411.29999999999995,60,25140,0,0,0,30.0
2020-08-08 22:00:00+03:00,0.0,1170.500000000001,1479.0,1262.5000000000005,58,24244,0,0,1450.4,0.0,0.0,378.8999999999999,58,24302,0,0,0,30.299999999999997
2020-08-08 23:00:00+03:00,0.0,1198.8999999999999,1470.4999999999984,1430.0000000000002,952,24244,0,0,1438.6000000000008,95.19999999999996,0.0,283.40000000000015,952,24302,0,0,0,45.199999999999946
2020-08-09 00:00:00+03:00,0.0,1277.1999999999996,1487.1000000000015,1623.4999999999986,4026,24662,0,0,1455.6999999999994,123.89999999999986,0.0,285.59999999999997,4026,24721,0,0,0,47.19999999999996
2020-08-09 01:00:00+03:00,0.0,1309.6999999999996,1482.8999999999985,1635.0000000000002,7066,24662,0,0,1451.399999999999,123.89999999999986,0.0,279.79999999999984,7066,24721,0,0,0,47.19999999999996
2020-08-09 02:00:00+03:00,0.0,1310.6999999999998,1480.899999999999,1634.6000000000004,10137,24662,0,0,1451.399999999999,123.79999999999987,0.0,294.59999999999985,10137,24721,0,0,0,47.19999999999996
2020-08-09 03:00:00+03:00,0.0,1378.2999999999995,1505.9999999999989,1658.2000000000005,13390,25080,0,0,1474.5999999999997,125.99999999999986,0.0,299.20000000000005,13390,25140,0,0,0,47.99999999999996
2020-08-09 04:00:00+03:00,0.0,1340.1000000000004,1455.799999999999,1609.7999999999986,15940,24244,0,0,1421.1,121.79999999999987,0.0,291.20000000000005,15940,24302,0,0,0,46.39999999999996
2020-08-09 05:00:00+03:00,0.0,1341.9999999999995,1479.3000000000002,1608.0999999999985,18550,23826,0,0,1446.5,119.69999999999987,0.0,310.7999999999999,19250,24721,0,0,0,49.69999999999998
2020-08-09 06:00:00+03:00,0.0,1298.5999999999992,1524.0000000000011,1409.4000000000003,0,0,0,0,1500.0,0.0,0.0,1127.3999999999999,21000,25140,0,0,0,0.0
2020-08-09 07:00:00+03:00,0.0,1226.1000000000001,1473.3000000000009,1345.3999999999999,0,0,0,0,1450.8999999999996,0.0,0.0,1483.1999999999998,20300,24302,0,0,0,0.9999999999999999
2020-08-09 08:00:00+03:00,1.8000000000000003,1213.6999999999998,1475.1999999999998,1339.0999999999995,0,0,0,0,1451.3000000000002,0.0,1.8000000000000003,1687.2999999999995,20300,24306,0,0,0,1.8000000000000003
2020-08-09 09:00:00+03:00,71.50000000000001,1273.9,1517.5999999999992,1415.6,0,798,0,0,1507.1999999999996,0.0,59.99999999999999,1922.0000000000007,20300,25123,0,0,0,3.7000000000000024
2020-08-09 10:00:00+03:00,157.6,1440.3999999999999,1586.5999999999997,1592.9,0,3595,0,0,1589.3,0.0,132.29999999999993,1945.5000000000002,20650,28339,0,0,0,5.099999999999998
2020-08-09 11:00:00+03:00,272.3,1635.2999999999995,1487.4000000000005,1823.9999999999995,0,9329,0,0,1502.3999999999996,0.0,233.79999999999998,1752.7000000000003,18550,31556,0,0,0,4.899999999999999
2020-08-09 12:00:00+03:00,207.1,2021.0000000000005,1683.9000000000003,2249.8999999999996,0,18221,0,0,1688.3,0.0,176.2,2004.0999999999997,20650,42974,0,0,0,9.299999999999995
2020-08-09 13:00:00+03:00,142.59999999999997,2023.3,1680.3000000000006,2215.600000000001,0,22980,0,0,1680.8000000000002,0.0,120.99999999999999,2024.1,20300,47302,0,0,0,4.900000000000001
2020-08-09 14:00:00+03:00,70.40000000000002,1993.7000000000005,1667.6,2182.6000000000004,0,26887,0,0,1661.2000000000005,0.0,61.00000000000001,2028.6000000000001,21000,52055,0,0,0,2.3000000000000003
2020-08-09 15:00:00+03:00,37.399999999999984,1806.2999999999997,1639.3000000000009,1977.9999999999995,0,28590,0,0,1630.2,0.0,34.699999999999996,1947.5000000000002,21000,53754,0,0,0,0.30000000000000004
2020-08-09 16:00:00+03:00,59.80000000000001,1692.4000000000003,1624.6999999999998,1846.4999999999998,0,28819,0,0,1616.3999999999999,0.0,53.300000000000004,1938.8,20300,53143,0,0,0,0.30000000000000004
2020-08-09 17:00:00+03:00,84.80000000000004,1853.5000000000002,1716.2000000000007,2007.6999999999998,0,31694,0,0,1712.9000000000005,0.0,71.79999999999997,2087.8999999999996,20650,56437,0,0,26,9.799999999999999
2020-08-09 18:00:00+03:00,66.1,1886.9,1676.1000000000013,2046.3999999999996,0,33750,0,0,1669.3999999999999,0.0,57.199999999999974,2022.6999999999994,20650,58493,0,0,0,1.2
2020-08-09 19:00:00+03:00,23.000000000000004,1751.5,1596.9999999999998,1914.2,0,34784,0,0,1586.0,0.0,20.600000000000005,1891.2000000000003,20300,59098,0,0,0,0.7
2020-08-09 20:00:00+03:00,0.0,1642.0999999999997,1528.0999999999983,1783.3,0,35518,0,0,1505.5999999999983,0.0,0.0,1221.8000000000002,20650,60239,0,0,0,0.30000000000000004
2020-08-09 21:00:00+03:00,0.0,1594.8000000000004,1505.3,1697.3,0,22876,0,0,1478.5,2.7,0.0,382.70000000000005,20693,60239,0,0,0,1.6
2020-08-09 22:00:00+03:00,0.0,1492.3000000000002,1396.4999999999989,1675.0,366,0,0,0,1369.1999999999987,72.50000000000003,0.0,338.6000000000001,19978,56155,0,0,0,31.599999999999987
2020-08-09 23:00:00+03:00,0.0,1552.6999999999998,1416.7999999999986,1867.2000000000003,1695,0,0,0,1388.6999999999987,117.89999999999989,0.0,248.10000000000014,22897,57176,0,0,0,51.99999999999995
2020-08-10 00:00:00+03:00,0.0,1635.5000000000002,1517.399999999999,2008.4000000000008,4918,0,0,0,1482.7000000000016,125.99999999999986,0.0,283.1999999999999,27636,61260,0,0,0,53.99999999999994
2020-08-10 01:00:00+03:00,0.0,1537.9000000000003,1461.6000000000015,1905.599999999999,7762,0,0,0,1432.6000000000015,121.79999999999987,0.0,275.9999999999999,29722,59218,0,0,0,52.199999999999946
2020-08-10 02:00:00+03:00,0.0,1547.799999999999,1511.9000000000017,1927.4999999999998,11140,0,0,0,1478.399999999999,125.99999999999986,0.0,282.2999999999998,33859,61260,0,0,0,53.49999999999995
2020-08-10 03:00:00+03:00,0.0,1517.3000000000006,1507.1999999999987,1892.5000000000016,14242,0,0,0,1475.9999999999989,125.99999999999986,0.0,288.59999999999985,36960,61260,0,0,0,53.89999999999994
2020-08-10 04:00:00+03:00,0.0,1485.8000000000002,1455.799999999999,1830.8999999999994,16778,0,0,0,1425.4,121.79999999999987,0.0,278.3999999999999,38738,59218,0,0,0,52.199999999999946
